"","prod","title","author","date","stars","comments"
"32","Spotify","simple","Kindle Customer","June 5, 2016",5,"Simple and it works."
"33","Spotify","First name greatest, last name ever. Middle name music app. (That make greatest music app ever)","Simoman","March 28, 2017",5,"Best App for music ever"
"34","Spotify","small bug otherwise great app","Sarah","October 15, 2014",4,"There's a small issue I have a lot of times it will not allow tracks to be played or will say a track is playing, but I only hear silence. That and once it wouldn't let me share to Facebook (facebook specifically.) I haven't tried since. Great quality sound though, and I love the wide open variety. Wouldn't want an app that only has pop, rap and country :p love it"
"35","Spotify","Almost Awsome","Sally  hale","November 27, 2014",4,"I love the fact that this is free and our favorite music I shared spotify with all of my friends but here comes the negative thing tablets don't call out of state with a bid ass screen it should be music anywhere for free no internet. I rest my caseðððððððððððð"
"36","Spotify","Good App","mjbjn05","March 2, 2016",4,"I find that this app is better than others that I have tried. However it does seem to freeze up from time to time during songs changings I guess nothing is perfect. The download went fine with no hangups. Overall it's a good application."
"37","Spotify","Spotlight is great","Brenda Wilson","August 26, 2017",5,"I just love spotlight premiumI don't have to listen to ads and interrupt my listening  they have all the great songs"
"38","Spotify","Spotify","Brittany","June 8, 2017",5,"I love all the premade playlists."
"39","Spotify","Spotify is my favorite music service","Grant Jones","December 11, 2015",4,"Spotify is my favorite music service. Way better than Pandora and other online radios. The ability to select and listen to any song I want is what puts it over the top! I can even listen to radio stations of my favorite artists if I want to. Thanks Spotify!"
"40","Spotify","awesome","Jamie Wheeler","March 29, 2017",5,"It has all the music I need. Thank creator's"
"41","Spotify","love it","Monica","April 7, 2016",5,"I can listen to whatever I want and like when it comes to my favorites I can listen to them and I just love it and I get to block my teachers out in school while listening to music by Bryson Tiller trapsoul on this app thank you"
"42","Spotify","Spotify perks","Dana","April 21, 2017",5,"Works very well on my tablet and even plays while I play a game. Spotify premium is even better because there are no commercials and that is the best."
"43","Spotify","Great Music App","Fan of HSS","February 19, 2016",4,"Has lots of popular songs, however I was disappointed that Taylor Swift wasn't on here. She is my favorite singer, so I wanted to hear her music. Otherwise, good music app. You can create your own public channels and playlists. I recommend"
"44","Spotify","sathy","Amazon Customer","January 18, 2017",5,"A great music channel."
"45","Spotify","Thumbs up","Desiree Michelle Campos","May 28, 2017",4,"Love spotify! My go to for listening to music. The mobi!e version is more restrictive but it is still good."
"46","Spotify","Its awesomeness i love i can find all the music i really really ...","Amazon Customer","June 4, 2017",5,"Its awesomeness i love i can find all the music i really really like!!! I mean all music it a amazing app!!"
"47","Spotify","the best","mrmiyagi62501","January 4, 2017",5,"The best third party music player anyone could ask for!!!"
"48","Spotify","great app","Emy64","December 17, 2014",4,"I love this app, it is pretty great. The only fault i have is that it says i need wifi to listen tothe songs ive downloaded unless i get the upgrade. When i go to get the upgrade there is none. So this makes me mad a lil bc ive already deleted my old music app. But other than that its a great app and i love the way you can organize the music!"
"49","Spotify","Love it!","Shirley Turnbow","October 7, 2017",5,"Have been a Spotify customer for years. Love being able to research and find songs and artists when I want to."
"50","Spotify","So far great all the music I love and can download and ...","Raymond","December 25, 2016",5,"So far great all the music I love and can download and listen while at work, home, andon the go. I hope it does not change. We will see when I get back from Mexico."
"51","Spotify","I thought it was just a mith","good","August 15, 2016",5,"Oh my ward I can listen to listen to any song I want to when ever I want to with premium BEST APP I HAVE EVER HAD I really thought it was to good to be a mith  BUT ITS A TRUE 😄😄😄😄😄😄😄😄😄😄"
"52","Spotify","AWSOME!","Maggie's","January 11, 2016",5,"I don't pay but if you choose to, I think it would be worth it...I listen to it if I can't sleep, or if I feel stressed, or just want to listen to music ...Atleast try it, if you don't like it, you can always uninstall.. You have nothing to lose .."
"53","Spotify","But overall very good.","Betsy Van Vlack","April 26, 2017",4,"A few too many interruptions for my taste,.  But overall very good."
"54","Spotify","Highly Recommend","candi","February 25, 2015",5,"I love this music app. It's the best. It has so many choices. There's - browse, many genres to choose from, the radio and the best yet listen to entire albums. It's awesome. Get it. Or at least give it a try. And it's free. There are ads, but, so...not that many. There is the option to upgrade to remove ads and whatever else."
"55","Spotify","Best Music App ever","sassygirlkm","October 2, 2016",5,"This app is literally my life I love it so much!! I use this app for all my music and I use it everyday. Even the free version is amazing!! This app is definitely the best for music!!"
"56","Spotify","BETTER THAN PANDORA !!!!","p. evelyn","October 3, 2014",5,"LOVE THIS APP!! YOU CAN ACTUALLY HEAR THE SONG YOU WANT TO HEAR YOU DONT HAVE TO WAIT FOR IT PLAY LIKE PANDORA. ALSO YOU CAN REWIND, FAST FORWARD, AND START THE SONG OVER. SIGN UP IS LITERALLY LESS THAN 5 SECONDS. SUPER EASY TO MAKE YOUR PLAYLIST AND SEARCH FOR SONGS (YOU DONT HAVE TO MAKE A PLAYLIST TO LISTEN TO MUSIC THOUGH) LOVE IT, MY NEW FAVORTIE APP !!!!"
"57","Spotify","Great!","Al Malabeh","May 30, 2017",5,"Great app!"
"58","Spotify","Great app","Skot","May 28, 2017",5,"Best music app ever created in my opinion. Been a loyal subscriber for 5 years."
"59","Spotify","Great App","RISP10","October 22, 2017",5,"I love how it is free, there are minimal commercials, and how have millions of songs and the ability to make and share playlists and music, all at your fingertips."
"60","Spotify","love this app!","Kayleigh Nichols","October 1, 2017",5,"Spotify has all the best music for every genre. All the new and all the best music can be found on this app, and you can even download it for off-line use! 11/10!!"
"61","Spotify","Love it! Easy to use","V Garcia","November 3, 2017",5,"Love it !Easy to use , my favorite is to browse new artists."
"62","Spotify","Amazing!!!!","Ruth","April 6, 2017",5,"Has all the rock, even underground like HU!!!! Nothing is censored"
"63","Spotify","great","Amy Hollander Butler","September 20, 2015",5,"Group at ap"
"64","Spotify","very useful","Doctor Derps","January 9, 2016",5,"This app is very useful, I love it! They give you a month or so of free premium.  This app even helps youcfind new music! My only issue with this app is after your free premium, you can't listen to music offline without getting premium-Derpy"
"65","Spotify","Great App","Travis","October 16, 2017",5,"I love this app. I have had it for years and it has been working excellent."
"66","Spotify","Great app","avamaria zenick","April 9, 2017",5,"I love this app so much, and I am a kid my mom puts it on for her salon music it has all of the songs i know and more! GET THIS APP!!"
"67","Spotify","Love it!","Angel Cash","August 25, 2017",4,"Awesome! Love that you can make your own playlists. Would be 5 stars if not for all the ads, but that's what you get with free stuff."
"68","Spotify","Four Stars","John E. Cohen II","July 31, 2017",4,"Very user friendly!!!  Also, it has a vast collection of music to choose from."
"69","Spotify","Awesome Music App","Cool","June 7, 2016",5,"This app is the best for listening to music. You can make you're own playlist and for the kindle fire HD there is a glitch that last you skip the songs without Premium. I totally recommend that you download it."
"70","Spotify","Spotify u mean supa-fly ayyyyyy","Tami Reece","February 1, 2017",5,"Is very good and very helpful for studying. I like that it keeps playing your music even if you exit out of the Spotify app. Could add more anime open is tho 🎌🎏"
"71","Spotify","wwwaaaaaayyyy better than Pandora... but","I would suggest it","November 28, 2016",4,"I love this app, I really do. But I just have a song request. I would love it if you guys put the song Here Comes The Boom by Nelly. Otherwise GREATEST MUSIC APP EVER."
"72","Spotify","Five Stars","RETIRED Border Cop","May 25, 2017",5,"Awesome you can make your own 60's and 70's playlists.  Great!!!!"
"73","Spotify","Five Stars","marc owens","March 17, 2017",5,"Great"
"74","Spotify","Best Music App EVER","Kyle Smith","July 13, 2015",5,"Spotting delivers the best of the best. It uses up to 320 mbps and has almost any song. It has offline mode for premium members and uses sweet quality. For families, each additional premium account is 50% off, same with students. Stop listening to Grooveshark and Pandora and get SPOTIFY! :)"
"75","Spotify","Netflix for music, but with a free option!","daniel echevarria","January 16, 2016",5,"Love that I can download  directly to my devices , unfortunately you have to pay for the feature, but the $0.99 for 3 months promo is a great deal! I Will gladly pay $9.99 a month afterwards to keep the paid benefits, which there area many of!!"
"76","Spotify","Great for listening to a","Julie","January 16, 2016",5,"Great for listening to a variety of music.  You can easily search, and find, just about any song or artist that you like, then Spotify finds similar music for you.  Also has a ton of browser options. I like to pick my music by what mood I'm in."
"77","Spotify","it's like hitting the lottery","Amazon Customer","September 22, 2016",5,"it's like hitting the lottery, I am able to hear any song I want for the past 60 years, sometimes I want to listen to an old song and Spotify makes this possible, thank you Spotify!!!"
"78","Spotify","Are you sure you want to let stranger know what is your mood?","jose","September 4, 2014",3,"Sorry for some customers might crazy love Spotify ""CHOICE"", Yes, the Sporify APP is giving ""a list of genre"" followed by human mood. Those list looks fun and catchy, but my mood always change and lazy style of myself is not used to ""TELL"" Spotify company what time is my happy mood, what time is my sad mood. It is let the cat out of the bag!!Meanwhile, since download this app for 1 month, I only hit the play ONCE. Because my listen music style is ""basic"" as Pandora.Hope my review is not what you looking for, if so, you might have a lot secret mood won't tell!Take care and hope you get the best music app from AMAZON!!Cheeeeeeer for everyday!"
"79","Spotify","Spotify","Audra Kosensky","July 3, 2017",5,"I love this app sooooo much!!"
"80","Spotify","Five for sure","D.Jenkins","December 22, 2016",5,"Good for relaxation. As a big music person I would give more stars if I could"
"81","Spotify","Samelia lynon","Samuel A. Lynon","November 14, 2016",5,"I absolutely love this app it has everything, songs and story's from all over the world indifferent languages you can even !earn a new language with this am ALTA😍😍😘"
"82","Spotify","app please","AmyKerz","July 22, 2015",5,"This is the best music app"
"83","Spotify","Five Stars","David Whitehead","August 23, 2016",5,"Awesome app and such a great way to discover new music"
"84","Spotify","The best music app","Alisha","May 26, 2016",5,"Way better than Pandora. Offers a lot even without premium. You have way more options with tablets or laptops. It's like having premium but free. Not the same story on a phone though. I highly recommend this app"
"85","Spotify","Love some spotify","Tia Kelly","July 18, 2017",4,"Great app.  Love that it connects to FB and has a huge variety of music.  Very affordable for the paid app as well.  Love Spotify!!"
"86","Spotify","Five Stars","Albert Pajotte","August 24, 2017",5,"Amazing"
"87","Spotify","Greatest app ever","Anna Siemering","October 11, 2017",5,"It's the greatest app ever you can make your own playlist and search any song and it is great for on the road if you have a hot spot."
"88","Spotify","The best there is","Kevin Grisales","March 28, 2017",5,"Tried all music apps. Saving an entire album for free is priceless even with shufflke on."
"89","Spotify","Nice app for organizing music but don't like the idea ...","Robert W.","February 2, 2016",3,"Nice app for organizing music but don't like the idea that in order to listen off line need to pay for premium. Disappointing . I  won't be paying 10 $ a month. Maybe once and done. Where can I find a free app besides iTunes thats free???"
"90","Spotify","very pleasant","travis","December 14, 2014",4,"I rather enjoy this music app. Is better than any other, in terms of variety. The ability to follow others and listen to their playlists tops the cake for me. I love me music, and listen to different styles depending on my mood.  Only issue is that I am so very poor at remembering song artists, song names, etc.........this is a blessing."
"91","Spotify","What a great app!","Debbra Washington","August 23, 2016",4,"What a great app! But I'm still waiting for Lemonade!"
"92","Spotify","Five Stars","Alfredo","August 23, 2016",5,"its an amaing program, all the músico you can find!!!"
"93","Spotify","It's Great","Martha G. Winch","June 22, 2017",5,"I am excited to have Spotify and to be able to choose whatever music I am in the mood for!  Thank you."
"94","Spotify","I love Spotify. The only thing that can get a ...","Macy R.","May 1, 2017",4,"I love Spotify. The only thing that can get a little annoying is they don't have some songs on there.."
"95","Spotify","PLEASE READ MY REVIEW BEFORE BUYING!!","Kenzi","June 19, 2015",3,"I love this app, but it sends me 71 EMAILS EVERY DAY! One is 99 ways to listen to music, your favorite music based on your search history. Please only buy this app to listen to music! Don't sign in with your EMAIL unless you have to! I myself prefer RDIO It's a great app to listen to music to."
"96","Spotify","Lit","Tank","November 10, 2016",5,"I have loved spotify since day one and it continues to get better. I would pick spotify over all the other music apps anytime of the year.5 star keep being amazing"
"97","Spotify","Great for Kindle Fire HD for music in the background....","D. Lunn","July 30, 2015",5,"I use my Spotify app for all my music listening, now.  Very little ads.  Has every song I've ever searched for... including little known indie artists and big name bands.  Highly recommend!  You can also put this on your Kindle and the music will play in the background as you use it."
"98","Spotify","spotify","eabha","December 25, 2016",5,"I love this app so much you can get so much free music, it's really crazy. They have such much music. They don't have Taylor swift though, which kind of sucks."
"99","Spotify","Love offline option","Frederick L. Huntington","May 13, 2016",5,"Spotify often has new albums soon after their release. Also artist radio and topical playlists fit my folky/alternative preferences. Much of the content is available for listening offline with premium. I'm hooked."
"100","Spotify","great app for the most part","Theresa Smith","August 1, 2015",3,"I love everything about this app except for the premium. I bought premium at a great price of 99¢ for 3 months. But when I go to spotify when I'm in the car for example it says no internet connection and won't let me listen to music . So I pretty much bought premium for nothing."
"101","Spotify","Four Stars","Amazon Customer","September 6, 2017",4,"I love how you can customize your list it not just a ""stations"" it's your music."
"102","Spotify","the best music app so far","Bethany","January 9, 2016",5,"I love spotify. 20 times better than Pandora. You can rewind, fast forward songs. Make lists. Save songs, find SO MUCH NEW MUSIC, pick lists by your mood, or genre...and many many more. So glad I found this app. You will love it. Give it a try"
"103","Spotify","best app","one direction 4567","November 9, 2014",5,"I love it. I cant even describe it in words and its free. I lets me repeat the song steal my girl by one direction.. awsome! ""She knows that im never going to let her down"" #Bestappever lalalala its a music lovers heavon and dream.  THANK YOU SPOTIFY! Now its time to listen to midnight memories by one direction, bye see ya later guys"
"104","Spotify","Love it love it!!!!!!","Kindle Customer","September 12, 2016",5,"The music is great! Just be sure to listen to your fav music cuz then you can make a playlist!!! I definitely reccomend this!👍👍👍👌👌👌"
"105","Spotify","While listening to opera the music is interrupted by musical ...","Birdman","August 7, 2014",3,"While listening to opera the music is interrupted by musical commercials for contemporary music.  Music sets a mood.  The commercials are such a jarring clash of genres that it destroys the mood of the music.  These interruptions are truly ill conceived.  I doubt popular music listeners would appreciate their music being interrupted by musical commercials for the Met."
"106","Spotify","The Only Way To Listen To Music!","Nana #1","April 8, 2016",5,"We received Spotify as a gift. Our kids had been recommending it to us for quite a while. Finally they gave us the Premium version. We love it! Listen to your favorites anytime, anywhere!We highly recommend Spotify!"
"107","Spotify","excellent","Melody Quintero","January 15, 2016",5,"For someone like me who has eclectic tastes and listen to music based on moods this is perfect. I was told it as a good music service but I didn't want to try out of stubbornness but now I wish I had it sooner. Get the premium. It's worth it"
"108","Spotify","Awesome","Redwood","October 11, 2017",5,"It is very easy to use."
"109","Spotify","Spotify is amazing","Don't Buy This Game!","October 6, 2015",5,"Yes you can only use shuffle play on a mobile device if you're on the free version that's why I'm always listen to the radio but if you like or don't you have to try it on the computer it's totally different.I believe Spotify completely earned five stars"
"110","Spotify","BEST APP EVER !!!!!!!!!!!!","Susan","March 19, 2016",5,"I love this app so much!!!! I was so happy to know that you get 30 minutes of uninterrupted music then you just have to hear 1 ad that is like 30 seconds then you get 30 minutes of uninterrupted music. Best app ever!!!!!!!!!!"
"111","Spotify","Good app","Kindle Customer","May 14, 2017",5,"I would like to see less repeats of songs on stations during the same listening session. And actually removing thumbs down songs."
"112","Spotify","Works great on my kindle fire!!","ChicStylishGirl","April 14, 2016",5,"I use this on my Kindle fire. I love that I can see is to store my off-line music on my external SD card or on my internal storage. It's a great app and I'm very happy with it. Really enjoying my student pricing as well"
"113","Spotify","Three Stars","Curt","May 4, 2017",3,"I enjoy the opportunity to hear the music I like."
"114","Spotify","Suggestions for playlists","Virginia F","May 21, 2017",4,"When you do suggestions for a playlist with multiple genres you focus on one genre. Try and suggest songs for all the genres on the playlist :)"
"115","Spotify","Perfect!♥","Savannah Danielowicz","November 12, 2015",5,"Its awesome so much better than Pandora!  But what would make it even better is if you added when concerts of your favorite bands are playing it would help people so much!  And you would get less complaints about the ads!  Hope you consider my idea thanks!"
"116","Spotify","Better than Pandora!","Amazon Customer","January 3, 2017",5,"Best music app there ever was!! Super easy to use and tons of music to choose from. Easy sign up and adding to your playlist is a breeze! Highly recomend😘🎤"
"117","Spotify","Very nice music app.","JPK","November 19, 2016",4,"Very good music app. Works well on my Kindle Fire HDX. Plays the music in the background while I preform other tasks. Nice selection of music and artists available."
"118","Spotify","VERY VERY GOOD!!!","Domingo","January 3, 2017",5,"This app is very good I get to listen to my favorite music when I have WiFi. However u need to get spotify premium in order to listen to music without WiFi."
"119","Spotify","AMAZING","michelle johnston","September 15, 2017",5,"I use this all the time in fact im listening tho music 🎶🎶🎶🎶right now"
"120","Spotify","Love this app","Mary Jones","February 27, 2015",4,"Love this app. Iv found every song iv looked for with only one artist and one song exception.  If I could have found those it would have been 5 stars. It's very user friendly and I love that it let's me get entire albums at one time or pick and choose individual songs. Definitely recommend this app for music lovers."
"121","Spotify","BETTER THAN IHEARTRADIO AND PANDORA BOTH!!!!","Gerry D Pratt","November 3, 2016",5,"It's free.  Commercial ever 30 minutes, and they have every stone by EVERY artist.  Easy to navigate and create your own playlist too.  Wish I found this 2 years ago!!"
"122","Spotify","It's worth getting","Sakeen2","May 31, 2016",4,"Spotify is worth getting, it does take a while to set up a playlist, but I do have to recommend Pandora to find new artists then deffinetly get spotify so you don't get random songs you don't want to hear."
"123","Spotify","Five Stars","theresa groneveldt","May 1, 2017",5,"It has all the music I like love it"
"124","Spotify","Best App Ever","Fun and Easy","May 3, 2017",5,"Hope you download this app it is so cool and you can listen to all kind of music...💗💖❤👌👌👌👌👌"
"125","Spotify","I've used other app's and I wasn't satisfied I love Spotify Music","Elizabeth","January 12, 2017",5,"Awesome! I love that I can find the songs I like and save them and listen to them whenever I want to. like Wisin, Brian Mayer, Daddy Yanqui, Sam Smith etc."
"126","Spotify","Love this free app","Debra Childers","May 20, 2016",5,"Love this free app, there are tons of new music all the time. Been with spotty for acouple of years and have no complaints with them. If you want no ads there is a fee, but spotfy doesn't hound you about it."
"127","Spotify","Good","Amazon Customer","March 25, 2017",3,"Ok"
"128","Spotify","LUVVVVV ITTTTT","great music app","September 7, 2016",5,"Best app ever use this app everyday better that Apple music luv you spotify keep doing what your doing I'm listening to spotify while writing this review lol luv u spotify 💗💗💗💗"
"129","Spotify","Nice for work","Candy Bower","May 7, 2016",4,"I like being able to pick songs or albums to listen to. Creating my own stations is very important as I listen to it while I am at work. Depending on how your day is going can change what you want to listen to."
"130","Spotify","Great","Graciela Stanford","November 16, 2015",4,"This app is pretty great let's you listen to any music you want. But it also plays songs that arn't on your Playlist but in the same genre. If you get the whole pack thing that you have to pay for monthly then they only play the songs on your playlist."
"131","Spotify","Love it!","Ms.C","March 26, 2017",5,"Excellent! Glad  to have access to all music in one place."
"132","Spotify","Great app, but needs one feature","pounditz","February 12, 2015",5,"Really great app, add your own specific music, listen to stations by the the artist or songs like pandora but smarter, and download music from spotify with a premium account. But one feature is that I wish you could pay for premium via amazom store, like a subscription. Other than that, its an awesome app for music."
"133","Spotify","Great app for streaming your music...","TheStreetDoc","August 13, 2015",5,"Access to pretty much any song imaginable at the drop of a hat with a $9.99 Spotify Premium membership is a great deal in my mind. This replaces all my long lost CD's and for a fraction of the price of buying songs individually. Five stars for the service and the app itself."
"134","Spotify","Tje Best","Ib.Jax","July 20, 2017",5,"The music streaming service ever!"
"135","Spotify","Five Stars","RonS","June 13, 2015",5,"Wide variety of music."
"136","Spotify","AMAZING","it is awesome.","February 28, 2016",5,"First my parents got and I was like what's this, oh that's cool then my sis got it she loved it. So you known I decided to try it. IT IS AMAZING. all the music is free and you just add it and go. It's great I RECOMMEND IT!!!!"
"137","Spotify","1st choice over Pandora","Cassie Figueroa","September 3, 2015",5,"I love spotify for when I am in a specific mood. I can put on my happy playlist when I'm happy, for example, and it sets the environment so perfectly. And it has all the classical music I need for when I'm studying! If I want something specific, Spotify is my go-to app"
"138","Spotify","Awesome","ccccggfcvvvhjk j hjkkkkkkkk","August 15, 2016",5,"This app has all of the songs you like and that you know"
"139","Spotify","Three Stars","Amazon Customer","September 4, 2017",3,"I had trouble using the product. I seldom tried to use it, and finally deleted it from my phone."
"140","Spotify","Necessity to Life lol","Amazon Customer","January 17, 2017",5,"Any song to add to a playlist when i want to just hook up to BlueTooth, blast it and drown out life...yeah, i couldnt give up Spotify for anything hardly"
"141","Spotify","Nicole spotify lover!","Nicole Cress","January 3, 2017",5,"love everything about my spotify!! its so easy from me to navigate! i never have any problems fining or getting to anything. Love ,Love,live my spotify!!"
"142","Spotify","Two thumbs up","Cherish Hannaman","September 1, 2015",5,"Easy to use, all the songs I want are on there and all kinds of versions. The only thing I don't like is that when I want to test out a song to see if it's the right one it doesn't let me listen to it without downloading it. But it's still a good app. Two thumbs up! :)"
"143","Spotify","The Best","Jimini","January 28, 2015",5,"Spotify is the best download site for those who want a great site for downloading their favourite music. I have been using it to find my most wanted music and even music I haven't heard in years and I haven't been disappointed yet. I would recommend this site to anyone who wants the best music download site out there."
"144","Spotify","Amazing","Kindle Customer","May 30, 2017",5,"I love it because you get lots of more music"
"145","Spotify","Okay, I guess...","Critic","October 26, 2014",3,"Was very thrilled when I saw that Spotify had been made for a tablet, so I logged in on my Spotify account from my school laptop and saw all my music was there, but now that it has been a few days, it is being very annoying. You can't play music unless in shuffle mode. Unless you are tolerant of nonsense like this, this app is not for you."
"146","Spotify","Very good!","Katboy","November 7, 2016",5,"I think this app is amazing. Its free, with only occasional ads, usually giving periods of ad free music. The app is also easy to use, and has many songs to enjoy."
"147","Spotify","Spotify for life","Pjanae","November 14, 2017",5,"Life changing. Loooooove my Spotify. I'll never go back."
"148","Spotify","R&B and rap","lawrenceconlan3","May 30, 2017",5,"It gives a playlist of different artists you like and let's you make a playlist of only songs you like.😜👌🏀"
"149","Spotify","Spotify","Noel","February 1, 2017",5,"It's a really good app"
"150","Spotify","Awesome😲","smadge","June 20, 2017",5,"Just got this, and it had all my favorite music for free unlike Amazon music, i am loving it.😍"
"151","Spotify","Hands down the best music application","Pete D","January 20, 2016",5,"Works just as well as my iPhone app does.  Spotify is an excellent music service at a low cost.  Users are able to listen to a seemingly endless collection of music without Ads.  It is a fantastic App that I use multiple times daily."
"152","Spotify","awesome","Brinae","January 9, 2017",5,"I love this app it's great im actually using it right as I type it's great and it works even if u shut down the iPad or turn it off u should tots get it"
"153","Spotify","Perfect","maybemoriah","December 25, 2016",5,"I have nothing but praise for this app! I've had it for a year and have been completely happy with it. Awesome selection! Love love love the playlists!!"
"154","Spotify","Great","marvin","November 23, 2016",5,"Best ever,  great!"
"155","Spotify","EPIC","Tracy","October 17, 2017",5,"It's amazing hoomans"
