"","prod","title","author","date","stars","comments"
"72","Pandora","Love it!","neffy","October 9, 2013",5,"I didn't realize how much I would enjoy the Pandora app. I carry my Kindle from room to room or out on the porch and have constant, great music that I like. No more tuning in a radio. Really like that it identifies the artist - there are songs I've heard before but didn't know who was singing. Just this app alone makes the Kindle worth it!"
"73","Pandora","This is a really good product.","Louise Bishop","June 8, 2013",4,"I like this very much.  Its a little hard to figure out how to work it.  Are there any instructions?  Don't know where they are.  But the fact is once you get it started, its really terrific.  The music fits my choices exactly.  They know what I like better than I do. Very enjoyable on my Kindle Fire. Nice to make good use of really good sound on the Kindle Fire."
"74","Pandora","Broken app no longer!","Pat Krave","August 8, 2015",5,"Thank you for fixing.  We are going back to 5 stars.  PANDORA!!!  Have you even noticed the comments since your last update?  Hope you are working on a fix.  Thanks for bringing me music before that."
"75","Pandora","Four Stars","Amazon Customer","January 7, 2017",4,"love it so far, still trying to learn what it can do and understand how to do things"
"76","Pandora","Best music station ever","Devin","July 22, 2015",5,"I Downloaded Pandora on my Kindle and instantly fell In love. I work on the beach and this is my go to app for music from every genre. I love how it let's you create your own station. At anytime you can pick up my Kindle and Pandora will be on."
"77","Pandora","Da BEST!!!!","$LeAira$","December 31, 2015",5,"This is my favorite music app everrrrr I use it all the time,  LITTERALLY.  😃 I recommend this app for anyone looking for a free,  good working,  efficient app!⭐⭐⭐⭐⭐"
"78","Pandora","Pandora gets 5 stars for classical selections!","Carol Wordsmith","March 8, 2016",5,"For Christmas, 2015, I received a great gift of a Kindle Fire tablet, as well as a really nice headset.. I recently discovered Pandora and was very pleased with the site. I e;njoyed exploring Pandora and setting up ""stations"" for future listening. I am most impressed with the classical selections on Pandora. I know I will come back to the site over and over to see what's new."
"79","Pandora","It was absolutely amazing and so enjoyable","Berniece SKinner","November 5, 2015",5,"We listened to Pandora all the way from Oregon to Palm Springs instead of Sirius.  It was absolutely amazing and so enjoyable.  And let's not forget how much less expensive it is."
"80","Pandora","Best ever !!!","John Haas","July 18, 2017",5,"Outstanding  program !!!!!!!"
"81","Pandora","I love Pandora. It allows me to listen to all ...","Amazon Customer","June 21, 2016",5,"I love Pandora. It allows me to listen to all the music I like whether on one station or several stations. Absolutely love it."
"82","Pandora","I Love it! I listen to it all day at ...","Shiela R. Stowells","March 12, 2016",5,"I Love it! I listen to it all day at work and just recently downloaded it to my phone.  I can pick the music I feel in the mood for. 5 stars from me."
"83","Pandora","Pandora is a great app, although I prefer I Heart Radio, as it doesn't need Wi-Fi.","Leifur Castle","January 27, 2016",5,"Pandora is a great app, although I prefer I Heart Radio, as it doesn't need Wi-Fi.  I am able to create stations and playlists of my favorite music, which allows me to simply click on my favorite Irish playlists, and hear my favorite drinking songs!  I love this app!"
"84","Pandora","Five Stars","Amazon Customer","August 22, 2017",5,"So far so good with setting up, selecting, and playing."
"85","Pandora","short amount of time","Vicki hartman","January 1, 2014",5,"In the short amount of time I spent on Pandora the first time, I was able to find a mess of songs and artists that I enjoy.  Now I just need the time to go back for more.  I couldn't find my favorite Christmas CD at home, but found some pleasant music to listen to on a very snowy holiday complete with a crackling fire !!!"
"86","Pandora","Pandora will not allow me to get in.","Amazon Customer","May 23, 2017",1,"Says ""unable to play music"" ALL the time.  Vary disappointed."
"87","Pandora","Good stuff","jw","November 20, 2015",5,"I live this .. I don't listen to the radio very much but this is wonderful to have. I can determine what will be my regular songs & what will be the songs I don't want to hear"
"88","Pandora","Love, love","Phred Phlintstone","August 5, 2016",5,"Love, love, love having someone else choose music for me. I pick a style I want to hear, and Pandora does the rest."
"89","Pandora","Pandora application for Kindle","Bill Phillips","March 24, 2013",5,"One of the main reasons for buying my Kindle Fire was so I could listen to Pandora in my house through my stereo and also out in my shop through another stereo. It works very well. It is not quite as user friendly as the one on my Macbook but I think with a little time I will learn new tricks and shortcuts. I am very happy with it overall and very grateful to get it for free."
"90","Pandora","All you need.","Frenchie ..thats all you get","September 13, 2016",5,"Almost anything you want. Even ...Mother's of Invention...best part.. No messing around start it ,it plays"
"91","Pandora","Good buy","Eldon","September 6, 2017",4,"Avail on many devices. Good selection of stations. Easy access. So far no problems."
"92","Pandora","Overall","Jan Morrow","September 11, 2017",4,"Overall - Great.  Could use a little more material.  Start to hear several repeats."
"93","Pandora","Too many ads","adpanda","August 3, 2015",3,"Good music, like being able to select favorites and skip songs, but the ads are loud and annoying. I use this to play lullabies to my daughter and inevitably a commercial will come on and wake her up."
"94","Pandora","Five Stars","BJR","January 3, 2015",5,"Really happy with this app.  Add stations then shuffle, couldn't be easier to customize the music."
"95","Pandora","Five Stars","Takisha","December 2, 2016",5,"I enjoy having music that I create playlist stations for at my disposal. Love this app!"
"96","Pandora","Great app","michelle mogavero","April 16, 2015",5,"Awesome app. Free version works great. If you don't mind the commercials every now and then, I see no reason to purchase the paid version. Great for getting to know similar or new bands that relate to bands you already know."
"97","Pandora","good games or not","the AWESOME GAME EVER","December 26, 2015",5,"This is technically an app but this is amazing if you like music and if you're always busy and want to listen to music when you're doing something.... I LOVE THIS APP"
"98","Pandora","Love it","Lovely Day","September 4, 2017",5,"Love the selection of music"
"99","Pandora","Five Stars","Amazon Customer","May 4, 2017",5,"excellent music. use a lot."
"100","Pandora","not what I expected","F. J. Goslin","May 9, 2014",2,"I'm sorry that I couldn't make this any better but it doesn't do what I thought it was supposed to do. I wanted to make a play list with an artist. But all this would do is play one selection by the artist and then it started playing other artists that I never heard of...not for me any longer..."
"101","Pandora","Like Pandora BUT..........","Amazon Customer","March 7, 2014",3,"I have had a Pandora account for a longtime but had not used it in quite a while.  When I downloaded it on my new Droid XX, I found it very annoying because the ads out number the music.  I found the monthly fee to avoid the ads to be twice as high as it should be.  In the past I paid $15 for a subscription."
"102","Pandora","Great site!","Elias Hane","January 18, 2013",4,"Great site with extended and complete information about songs and artist.Unfortunetly too much advertisment, but the service is excellent."
"103","Pandora","Pandora","Paul","October 15, 2016",5,"Like it a lot lots of music choices and really easy to use very happy with it don't change a thing"
"104","Pandora","Pandora Music App","Brian Clausen","March 18, 2014",5,"This is an awesome App to purchase if you are looking for a music App that learns as you check whether you like the song it plays at the time. You can create individual band name folders and click thumbs up or thumbs down to make your selection for that individual band you have named each folder you are listening to. It learns as you make your selections and narrows the music it plays until it eventually plays nothing but the band name you picked for each folder. If you want to narrow your search even more you can create folders for specific album names for the band you select. I very highly recommend this App."
"105","Pandora","Replaces XM radio","Buk Wyrm","March 16, 2014",5,"This service replaces my XM radio. Preferring to go ad less I have tried the 1 month free trial and will continue based on my experience so far . I have created my own stations and tuned in the stations created by genre. These have been very satisfactory. Even paying for premium service it is less than Xm."
"106","Pandora","Love pandora!!!!","Katrinka Rosado","April 17, 2014",5,"I thoroughly enjoy listening to Pandora. I can listen to any of my favorite artists anytime, anyplace day or night. It is such a great way to carry my favorite music with me anywhere. Get on board. Its' a must have.!!"
"107","Pandora","Pandora plays great music based on your choice of performers","Janet Gray","June 24, 2016",5,"I am a music lover. Pandora plays great music based on your choice of performers. Songs played that I hadn't heard in years."
"108","Pandora","Four Stars","Maxine Pierce","October 22, 2016",4,"Pandora carries most of the music selections I like and the commercials/advertisements are short"
"109","Pandora","Five Stars","Coach B...10","February 16, 2015",5,"Love it..."
"110","Pandora","One good and free app from Amazon Market for BB 10","Sambosia","November 5, 2014",4,"I used to have Apollo (Pandora Radio Client) on my Blackberry playbook and got used to it especially it got no advertisement.  Now with Pandora I got the same good music but ads are there.  It works great on my Blackberry Passport and I highly recommend it."
"111","Pandora","Great App","Cyndi Nelson","April 26, 2013",5,"This is a great app for those who love music.  Works great on any device and I is easy to use."
"112","Pandora","Five Stars","Marcia Rocksund","January 3, 2017",5,"NICE TO BE ABLE TO CHOOSE WHAT I LISTEN TO!"
"113","Pandora","PANDORA APP for polaroid tablet","Amazon Customer","December 1, 2012",1,"I use this app on all my devices and I bought a polaroid 8 in tablet for both of my children for christmas.  I decided to open one to test it out and this app doesn't work.  It loads but never plays the music. It just constantly changes the song and never plays.  I deleted and re-downloaded the app and the same thing happened.  I will open the other tablet on christmas and see if it works then."
"114","Pandora","Three Stars","Amazon Customer","July 29, 2017",3,"It doesn't offer what I thought it would"
"115","Pandora","Pandora is terrific","Troy L Pritt","June 14, 2016",5,"I like the idea of selecting my own music. It is free. If I like an album I can buy it on Pandora. The variety is outstanding."
"116","Pandora","it is so cool it is easyer then going to youtube when you are in a rush","Kindle Customer","November 2, 2017",5,"I love it you should try it so time all it need in a phone and it is easy like 123"
"117","Pandora","Rock with Classic Rock on Pandora!","Amazon Customer","January 24, 2017",5,"Pandora has my music choices and really like to send it on the bluetooth speakers."
"118","Pandora","Before You Buy It, Wait.","It is a cool game, well it looks cool At least, it will not download on my kindle fire and its annoying me.","January 14, 2014",2,"I bought this by reading the great comments and every single time that I login and just keep it on I actually try to just click it and when I do it says loading and it won't go on. Multiple times I download it again and it works the first time and after that it does the same things. This is now my 7th time getting it."
"119","Pandora","Five Stars","Henrietta Herriott","August 14, 2017",5,"Great station"
"120","Pandora","Two Thumbs Up !","Caroline","September 18, 2014",5,"A big fan of free radio.  Could do with less commercials, but I love the customization options it offers.  One bug fix I would love to see though, is that on the Kindle Fire HD it won't work with other apps open, even the Silk browser.  Other than that, it's perfect!"
"121","Pandora","Five Stars","Cammy","August 15, 2014",5,"We love the variety of music and the ability to choose genres."
"122","Pandora","Love my Country music!","Betty","June 26, 2014",5,"Decided it would be easier to take my music with me this way versus a radio.  Downloaded the free app and listened to it on 3 nights to fall asleep with my country music.  I already have it on my Android smartphone but it drains my battery when I use it on there.  It works fabulously."
"123","Pandora","Glitchy on the Kindle Fire HD...","P. Hartung","April 22, 2013",3,"Love pandora as a service and use across other devices as well, but this app needs to be smoothed out for the kindle fire HD.  It often won't shut off (or become mute) when closing the cover, and it also hampers the use of other apps while running simultaneously.It's free, and I trust they'll work out the flaws eventually.  Until then it gets three stars..."
"124","Pandora","Enjoy very much!","GraceLee","March 29, 2016",5,"Listen to every day.  Use the alarm clock to wake with music"
"125","Pandora","Blues Addict for life.","Amazon Customer","July 18, 2016",5,"Love my Blues entertainment every night and playing it with my guitar."
"126","Pandora","Music is so Universal!","Jenice","December 31, 2012",5,"I have an ecclectic taste in music and love my Budha Bar station and chill stations as well as, my New Age Instrumental and other things as well, like Ambient, Dance Electronic or Smooth Jazz. such good stuff!I am a soft skills and technical trainer and play Pandora during my participants breaks and through lunch. The class often asks about the music and where can they get it!"
"127","Pandora","great music app","llindalu","December 9, 2014",4,"Love the convenience and variety.  Wish site was easier to navigate however perhaps it's just me.  I have an old I pod on a player that now thanks to Pandora provides all the best music in my sewing room where good radio reception was not available."
"128","Pandora","Awesome!","Charley","November 25, 2015",5,"Pandora is awesome and you can put it on any device that you own.  It is the 'boombox' of 2015.  Love it and it brings the past music era's into the here and now.  Love it!"
"129","Pandora","I use it every day, on my phone and ...","Brittney Franks","June 14, 2015",3,"I use it every day, on my phone and on my computer at work, but it's gotten to the point where the ads are getting to be too much. I briefly considered going to ad free listening. But last year it was $3.99 a month, and now it's bumped up to $4.99 a month. Uh... no thank you."
"130","Pandora","Great app","Tanya s.","June 8, 2015",5,"I love Pandora.. The fact that I can choose what I want to listen to and subscribe for commercial free music for such a cheap price is awesome... Satellite radio is expensive and you don't get to choose anything"
"131","Pandora","Awesome app","Jordan","January 24, 2016",5,"This app is completely useful instead of having to go on YouTube and searching for your favorite song I guarantee your favorite song will come on with Pandora"
"132","Pandora","Can listen to my favorite songs!","D. Roach","November 7, 2013",5,"Love it because I just type in an artist I like and it somehow knows what other artist I like and I can listen to it without many ads at all. I can shuffle my stations and listen to all the music genres I like together . The only thing I don't like is it plays too many live versions of songs and I'd rather hear the studio version."
"133","Pandora","on all my devices and Roku too!","Glen T Roberts","July 7, 2014",5,"Love my Pandora radio! I have several radio stations I have created that did t my changing desires in music. The ads are short, provide a little break and I don't mind them, nothing like commercial radio and announcers constant blabbering, just constant music with brief interludes."
"134","Pandora","Lots of music fun!","Ollie","June 16, 2013",5,"Fast download and used right away. It immediately played songs that I love and new songs to add to my favorites. I appreciate the option to ""like"" and ""dislike"" songs so that Pandora can track what kind of music I want to listen to and create better playlists. Commercials are not big deal. How else would you get this great music app for free?"
"135","Pandora","Perfect","Stephanie","March 19, 2014",5,"I love Pandora as i can customize my own station.  I can also make multiple stations for those days when I want to listen to Country and the other days where I need a little spiritual music in my ear.  You can dislike and like songs as you go along to build up your playlist.  Love this app for my Kindle."
"136","Pandora","Five Stars","Kindle Customer cyndi","September 22, 2017",5,"Have been with Pandora for years & if it's music, Pandora's got it!"
"137","Pandora","Great app.","John Galt","February 17, 2016",5,"I still love pandora!I have prime, and google play.  but I still use pandora about... 1/3 of the time.  it's nice to have it totally on autopilot!"
"138","Pandora","I love Pandora for both work and home","Chris Joy","January 18, 2016",4,"I love Pandora for both work and home. I do wish it had less commercials and I had a tad more control over songs, but I have it for free so no real complaints!"
"139","Pandora","Five Stars","Martin Rosenthal","June 24, 2017",5,"Can't beat it for its variety and ease."
"140","Pandora","Four Stars","Amazon Customer","October 25, 2017",4,"Like my play list. Although they are not able to pull in all the music I request."
"141","Pandora","Love it","Amazon Customer","December 26, 2016",5,"Love pandora. Ads pop up here and there but i dnt find them invasive or annoying."
"142","Pandora","Love Pandora!","Cherie Burgess","February 11, 2017",5,"Pandora is a great app for listening to the type of music that you like. Love it!"
"143","Pandora","Five Stars","Karen Klink","September 6, 2017",5,"Enjoy, enjoy"
"144","Pandora","Not worth it","Kitten","February 14, 2016",1,"Couldn't get the app to play on my kindle"
"145","Pandora","Music your way","Javan W. Marks","August 4, 2013",5,"It deserves a 5 star rating because there is nothing out there like it. could there be some improvements now that i have experienced for years now, yes. but they are very small. I would recommend it to anyone who is tired of hearing the insulting to your intelligence commercials and are tired of hearing the same 10 songs played over and over again."
"146","Pandora","Five Stars","C Lewis","September 2, 2016",5,"It's free and plays great music tailored to the person's preference, it does not get any better than that."
"147","Pandora","Music For Whatever Mood You Are In","W Smith - GA","March 13, 2013",5,"I love Pandora. I have found stations that I probably wouldn't look for otherwise and genres that compliment the mood I am in. I also like the shuffle feature when I'm not sure what I want to listen to knowing it will be something that I like. This is one of the first apps I added. Knew I had to have this one!"
"148","Pandora","Not only do I listen to the artists I love but the suggestions by Pandora have opened me up ...","David Murto","March 3, 2016",5,"Not only do I listen to the artists I love but the suggestions by Pandora have opened me up to artists I would never have been exposed to otherwise."
"149","Pandora","... with thumbs up or thumbs down which songs I like and they play those type of songs","Sherman Fontenot","January 19, 2016",5,"I listen to cajun french music and they play cajun music and I get to pick with thumbs up or thumbs down which songs I like and they play those type of songs."
"150","Pandora","Love it. They have so many different genre's of ...","stephanie m . lewis","May 12, 2016",5,"Love it. They have so many different genre's of Music and you can also make your own list. I have had it for a long time on my phone"
"151","Pandora","angela","Angela oliva","June 7, 2016",5,"Pandora is amazing it has all the music I like.Pandora is the best music app to get on papyri storor the app stir."
