"","prod","title","author","date","stars","comments"
"16","iHeartRadio","i love this app cause i have a apple phone an ","malane","August 29, 2016",3,"i love this app cause i have a apple phone an they make you buy all there music so i just click on i heart radio an do my garden work are take a walk an listen to the music"
"17","iHeartRadio","radio worth listening to","Sam Crawford","January 21, 2013",5,"what makes iheart radio worth while is that you can listen to regular radio stations or you can creat your own station i find myself listening to stations in other parts of the usa creating your own personal station is what i like best about this app so many stations only play what they are dictated to play it is nice to listen to stations where the music is understandable if you like music and are not happy with the local stations this is the app for you "
"18","iHeartRadio","good when it works ","Pam Schott","January 3, 2014",2,"i think that the application was great at first but then it started freezing when ever i go on it and try to change the music it says that it is not responding and to wait or close it i love the app but it is not not behaving i have tried downloading the app many times but it still won t work on my kindle fire it is making me very frustrated if you want to listen to music don t get this app "
"19","iHeartRadio","bugged alarm?","Ian L.","April 22, 2015",4,"easily my most used app great selection with variety when i need it only problem i run into is the alarm that rarely works bringing up a message that it failed to go off because the app was not running when it clearly was leading me to use a fail safe so i make it to my appointments "
"20","iHeartRadio","five stars","3KL","November 25, 2015",5,"get my ksfo nearly any where"
"21","iHeartRadio","iheartradio free music app review","spammy0124","December 13, 2016",5,"this is a great app especially on the stereo firehd 8 tablet setup your channels and let it go hear what you want at any time you want "
"22","iHeartRadio","iheartradio review","MSquat","March 19, 2013",5,"after hearing countless radio stations saying that they are part of iheartradio i figured i d download the app to my kindle fire hd and see what it s all about i have to tell you i was very surprised at the amount of stations associated with the network and the quality of the audio i m going to purchase a bose bluetooth wireless speaker and now i can stream radio stations to it as well because of the app and it was free so how can you go wrong?"
"23","iHeartRadio","five stars","Jessica T.","June 20, 2015",5,"love it"
"24","iHeartRadio","love the variety of musical genres and radio stations","Jason Henry Attaway","August 10, 2017",5,"love the variety of musical genres and radio stations radio stations come in very loud and clear i absolutely love it "
"25","iHeartRadio","one of my daily use apps ","Mike","December 3, 2013",5,"i use this app on a daily basis for radio at home i live in an area that has poor radio reception on all radios in my home no problems in my vehicles but reception sucks in the house this app allows me to have a huge variety of stations from the internet via wi fi the clarity of the music stream is awesome and it is highly customizable with favorites i really like this app and recommend it"
"26","iHeartRadio","five stars","Amazon Customer","July 25, 2017",5,"ticket 760 the mike taylor show the grind fox sports "
"27","iHeartRadio","great music choices ","P. Belfy","July 27, 2014",5,"i love a very broad spectrum of music this app does a great job of anticipating music i will like based on music i have requested or liked the is a fine tune option for more familiar or less also the opportunity to find terrestrial radio stations nice mix my go to for music and talk for my every mood mountain goat are the best "
"28","iHeartRadio","music lover","RonP","April 12, 2013",5,"this is the best station in the music business if you want variety and love all kind of music this is for you it works great on my kindle fire "
"29","iHeartRadio","it is easy to use and too associate by genre or artist","Ronald Nelson","February 27, 2016",5,"absolutely free this program provides access to thousands of us radio stations it is easy to use and too associate by genre or artist you can t go wrong with loading this fine app to your mobile device "
"30","iHeartRadio","one star","Honesty","October 15, 2014",1,"i am not tech savvy it was very confusing i deleted it "
"31","iHeartRadio","love it love it ","chatcat65","January 9, 2014",5,"app is fabulous letting you access with or without facebook or email just like it says easy to use and navigate through setting up your own stations or selecting ones nationwide and easily located i set up my own stations based on my likes/dislikes especially because i m super picky and like radically different channels depending on the mood at the moment thanks for the great freebie "
"32","iHeartRadio","listen to you own music choices ","J. Harris","January 2, 2014",5,"easy to choose your type of music and to enjoy the lovely melodies any time of day or night have this on my phone as well "
"33","iHeartRadio","best ever","Gage Strawcutter","March 1, 2015",5,"i love this app because i can always listen to country music and not have to type the name of the song i want to listen to like youtube com s music and youtube com s music stinks if i rated youtube com s music i would give it a negative 300 000 000iheartradio😁youtube music💩"
"34","iHeartRadio","you need this","Kindle Customer","June 10, 2015",5,"must have"
"35","iHeartRadio","i heart radio app ","rochelle tillman","August 1, 2014",5,"i really love this app i can customize my music stations 2 fit my taste of what i want 2 listen 2 i have the app on my kindle fire my phone my laptop it s great 2 have this music on the go 2 not worry about losing the frequency or get static like you would on your regular radio i would definitely recommend ~ 5 s "
"36","iHeartRadio","generally good music","luvinthislife","May 30, 2015",4,"i enjoy the app but just wish it contained more episodes of casey kasem s american top 40 countdown also some of the classics stations don t actually contain music from the genre they are supposed to which can be an annoyance "
"37","iHeartRadio","good shit","KuShNuGsS611","September 21, 2013",5,"a good radio player no doubt especially for those times when you get out of your car when ur favorite song was on and u wanna keep listening to it but got no radio handy you just click ur station on here and the same song will be playing everytime you can also create your own personal stations and use any station for an alarm clock music wake up and more overall good app and best of all its freee "
"38","iHeartRadio","no way to stop the music","Walter J Bermudez","December 5, 2012",2,"this is a good app but i have two mayor complaints:first i selected some type of music and selected one broadcasting of the same one and it never sound it looks like non existent so this is something very annoing;second once you are done hearing the music there is no way to turn off the site you have to turn off the in my case the kindle fire also wrong usually i try to hear music at the same time i am reading so i have to turno off the whole sistem not just the app "
"39","iHeartRadio","update and inappropriate ","Fernandez","February 24, 2015",3,"i don t really like the app because it has some inappropriate pictures of some singers also when i had full internet connection it would not turn on i like the app because it has alot of my favorite songs but when i press a song i want to play it just picks different song so i rate it 3 stars "
"40","iHeartRadio","can listen to my favorite morning show","Renee","November 7, 2014",4,"i started using the iheartradio app when i could not listen to the radio at my new job i loved being able to listen to the radio without interference the only problem i have had is that at least once a month i cannot hear the radio from my favorite station because it will not connect otherwise this app is great "
"41","iHeartRadio","probably the best radio app ","Thomas from NC","June 12, 2014",5,"great variety of live stations music of every description as well as news/talk and sports a large library of artists and their catalogs as well for customized stations made from song titles or the artist s/group s nam even has stations for activities like studying working out or relaxing it also has stations for the different decades of music "
"42","iHeartRadio","amazing ","Maryellen E","March 19, 2015",5,"i used to use this app all the time my brother constantly insisted on me switching to pandora but i loved listening to the radio anywhere i recently moved and i love that i can still listen to my favorite morning talk shows this app lets me listen to whatever i want whenever i want "
"43","iHeartRadio","great music","NEAL WEGING","August 2, 2014",5,"they create the music you love i like that you can rate if you like a song or not like a song"
"44","iHeartRadio","note ii","Ralph","March 10, 2014",5,"this is a fantastic app it s smooth it offers great mixes of your genre or specific artists it also offers local radio stations in your area as well if you purchase the premium version it will allow you to record the songs you like as well i don t ever recommend anything i don t or wouldn t use i don t believe you will be disappointed i highly recommend this one "
"45","iHeartRadio","i love i heart radio","Rose Duran","January 3, 2017",5,"i love i heart radio can hear all my favorite music don t use the radio that much why when i have i heart radio thanks i heart radio"
"46","iHeartRadio","eh it s ok","Johnny in Texas","December 14, 2015",3,"it s clear channel just be aware those people have an agenda but you get about the same quality as any radio station except you get to choose the format "
"47","iHeartRadio","i am in love","Lori Wise Scheirer","August 4, 2013",5,"i have been listening since they were available you pick a genre and hear stations across the country or look up a specific artist and make your own stations with that artists music and other artists in the same genre the best part is you can any artist you can think of i am hooked thank u iheartradio i love you ¡¡¡¡¡¡"
"48","iHeartRadio","great ","C. Ligh","December 23, 2012",5,"this is a great app i put it on my kindle fire and was able to put in my zip code and find my local stations i was also able to put in the local station that is playing just christmas songs then the grandchildren were able to hit scan and go through all the stations just playing holiday songs by myself i just put my favorite local station in while i was cleaning the house another cleaning day today looking forward to listen to the radio "
"49","iHeartRadio","two stars","Mary Jane Igrec","June 21, 2017",2,"i was hoping to here cleveland indians games but they are not on must go back to my radio "
"50","iHeartRadio","best music app ever ","Julie","May 16, 2012",5,"this app is amazing the best radio app ever i love it and the fact that its free makes it all the better all of my friends have pandora and it has tons of adds and it gets sooo annoying so when i downloaded this app i was hopeful that it wouldn t have this problem; and it didn t this app works amazing on my kindlefire and not only do you get to listen to any radio station you can make your own station with your favorite singer or band if you love to listen to music i would recommend this app "
"51","iHeartRadio","four stars","Jtg","June 27, 2015",4,"its okay"
"52","iHeartRadio","music","Kindle Customer","April 16, 2015",4,"its music whats not to love 😃"
"53","iHeartRadio","five stars","Franny Zabawa","September 27, 2015",5,"positive encouraging "
"54","iHeartRadio","i would recommend","Kimberly","July 18, 2015",5,"this my favorite music radio station whether i m at work on my daily commute or just relaxing at home i have been using it for years and will continue it s had been glitch free my favorite option is building my own stations i would definitely recommend"
"55","iHeartRadio","terrific app","Kindle Customer","December 26, 2013",5,"listening to songs that i have not heard in years like this app a lot will be listening to this a lot"
"56","iHeartRadio","five stars","Marche Michael","May 19, 2017",5,"love it "
"57","iHeartRadio","awesome and recommended","Kindle Customer","March 24, 2016",5,"i really to love this media outlet as i listen to it while i work both on my computer and on the kindle just like having an fm station only better keep us the great work iheartradio "
"58","iHeartRadio","i suppose","Yoshiyah Burrell","May 28, 2015",2,"but i prefer to just listen to music files locally as i don t like listening to hit music i use it for streaming news and sports on the go though iheartradio app also doesn t offer every station available in your area just the ones that are licensed by clearchannel "
"59","iHeartRadio","i heart radio app","mimismom223","March 8, 2015",5,"this is the best app ever i can listen to anyhing i want live and create a playlist i heard iggy demi lavoto pop rap country rock i love this so much thank you the creaters of i heart radio its the best thank you for making something that will suit everyone love you i heart radio "
"60","iHeartRadio","love it so look much ","Amazon Customer","July 27, 2015",5,"it is a great app with many stations and i always use it on my 2mile walk a day it is great you don t half to spend money and moments on downloading songs when you can download the free i heart radio app is the best thing that has ever been created"
"61","iHeartRadio","won t connect with facebook","Darrin Bond","May 9, 2012",2,"it s funny how the amazon version of this app won t connect using facebook but the google play version will this isn t the first time i ve seen differences in the offerings of the two app stores unfortunately it tends to be amazon that falls short of the mark for those of you with kindle fire that might be interested in google play apps i would suggest finding out how to sideload the apps it s not difficult and it gives you another and sometimes better app source "
"62","iHeartRadio","loveee","brother","June 30, 2014",5,"i love this app because i can listen to all my favorite songs i am a directioner so i can listen to one direction when i want u can also listen to other people to tho another awesome thing about this app is that u can listen to the radio like kiss fm so get this app it is truly and awesome app i love one direction so much"
"63","iHeartRadio","songza pandora and live radio all in one ","David","June 21, 2013",5,"this app is like all major radio apps in one and that s why i love it its kind of like songza with the perfect for feature if its friday afternoon click perfect for and it will give you things like working napping etc click one and start listening its also like pandora in which you type in an artist or song and itll give you similar ones and of course it has the live radio stations its known for get this app "
"64","iHeartRadio","not impressed","Tina Marie Bailey","August 18, 2015",2,"i do not care for i heart for my phone difficult to find what type of music i want to listen ) or the selection available is too limited i would not recommend this product "
"65","iHeartRadio","five stars","Amadeo Molinos","May 4, 2017",5,"best app ever use it all the time "
"66","iHeartRadio","love it ","Mishayla Carroll","October 23, 2014",5,"it s so awesome to be able to listen to any station in the world for free "
"67","iHeartRadio","cool","Anjelica V.","January 22, 2014",5,"nice variety of music simple to use and seems to always channel songs that i like no complaints here =]"
"68","iHeartRadio","great app ","Jaydlyn Frank","July 10, 2014",5,"i love this app honestly it s a great alarm and sleep timer also the music is amazing i m in a different state and now i can listen to my music from back home but i think they should add a extra thing to where we can make a playlist of songs and be able to go to that sometimes but i hope you take this to heart rate five for sure "
"69","iHeartRadio","best radio app ","DIGItal Don","January 2, 2017",5,"hands down my favorite radio app very easy to create custom station also integrates very nicely with amazon music for purchases "
"70","iHeartRadio","i like listening to i heart radio","Steve Howard","September 25, 2015",5,"i m a custodian at an elementary school i use a vacuum cleaner about three three and a half hours each evening i like listening to i heart radio i put in my ear buds and start vacuuming and before i know it it is time to get off work "
"71","iHeartRadio","core engine works great finding/tuning stations not so great","Michael S. Pukish","January 30, 2014",3,"the core engine works great never skips even with relatively low bandwidth connections however i hate that it forces you to link to facebook or twitter just to bookmark stations as favorite i have no need to tell all of my social media what i m listening to then the system that s left to merely search a station is clunky inefficient etc "
"72","iHeartRadio","three stars","Bran di    POsey","July 12, 2015",3,"good"
"73","iHeartRadio","great for music lovers","Ted Harden","October 29, 2015",4,"anyone who likes music will like this app lots of similarities with other apps of this type but without the pesky ads song choices for genres are pretty spot on all in all i really like this one and use it more than any other "
"74","iHeartRadio","music to my ears","jazzy wazzy","January 23, 2016",5,"i love music and maybe you would for the holidays happy valentines day hope you enjoy it is always an honor helping people and maybe my comments would help you out see you later😁😁😁💚💗💗💗💖💖💖💖💖"
"75","iHeartRadio","great way to listen to music","Deb S","September 22, 2013",4,"have seen commercials on tv for iheartradio and wanted to see what it was about don t have it locally this app gave me the chance to check it out you can select the type of music you want to listen to and locations for your stations i just wish some of them were closer to where i live pros: great music choices to your likingcons: may not be a station near you highly recommend"
"76","iHeartRadio","i will always enjoy old school music","Karen L.Clarke","February 29, 2016",5,"i will always enjoy old school music i like making my radio station but what i like the most is i can read the words of my favorite songs i heart please keep up the good work thank you "
"77","iHeartRadio","i use this every day if you pick a ","David H","December 19, 2016",5,"i use this every day if you pick a groop it will kick out on my phone at times but if i pick a radio station it never kicks out "
"78","iHeartRadio","five stars","redrumsport","June 17, 2015",5,"is kool app"
"79","iHeartRadio","worked great","Mal Nushi","July 6, 2013",5,"no radio lag or anything works great on every device i used it in i found that it did not have the halo radio channel"
"80","iHeartRadio","its nice ","James Burcham","October 12, 2014",5,"i love this app i would probably die without my music and don t listen to the people who say it don t work without facebook you can still use it you just can t get custom stations and if you are really desperate for some custom stations just go to email and make a fake one it will let you get custom stations "
"81","iHeartRadio","🎶music🎶","Shukumei","May 10, 2015",5,"if you love music this is for you top artist from ariana to wizfliffia the only thing i hate is that if you don t have an account for it you can t listen to stations that have all taylor swift however you can still listen to music even if you don t have an account "
"82","iHeartRadio","i heart iheartradio ","Abby","August 6, 2012",4,"i normally don t write reviews but i decided why not? personally i love the app it is great to hear songs from some of my favorite radio stations and even find new artists i have found two new radio stations because of this app it is easy to use free and works great on my kindle fire the only thing is i wish it had the last songs listened to feature like the website has other than that i think the app is all around great for what it does "
"83","iHeartRadio","seamless and accurate","rod clark","February 25, 2014",4,"i love this app iheart is perhaps not as diverse as others but i don t care too many people think they need to be bleeding edge music hipsters; sometimes i just wanna hear justin imagine dragons and jay z you don t need to hide people be happily lazy let a sophisticated algorithm pick your music if you don t like the pick skip it freedom "
"84","iHeartRadio","the best entertainment ","Jgaski3","March 29, 2016",5,"thousands of stations to choose from and a perfect way to kill time through out the work day i installed this on my blackberry z30 and it worked perfectly and provided hours of entertainment"
"85","iHeartRadio","i like the iheartradio app ","Amazon Customer","April 22, 2016",5,"free streaming radio broadcasts both cool and easy to use "
"86","iHeartRadio","minimally useful ","Kindle Customer","July 29, 2016",1,"it makes recommendations that have nothing to do with my likes and then assigns some of those as favorites without letting me get rid of them "
"87","iHeartRadio","get this app","hannah","June 5, 2015",5,"this app is so amazing you can listen to pretty much every song this app is free and the music is free you can also listen to the song while you play games or when on pinterest which is amazing but i highly recommend this to everyone if you want a music app "
"88","iHeartRadio","best radio for me my i heart radio ","Jaye-Bridget Bergeron","February 19, 2016",5,"i love i heart radio i can play my stations i want to listen too i m just really hard on the earphones i go through one set a month as i always pull the wire out but i get my stations just for me "
"89","iHeartRadio","love listening to my favorite talk shows at night","Cindy","May 26, 2016",5,"love listening to my favorite talk shows at night or even previous shows whenever i want also love having my favorite music while on the treadmill to help me through it "
"90","iHeartRadio","love it ","Dennis Fasig","May 11, 2013",5,"i ve been away from dallas for years and really missed listening to my morning sports talk station kick the ticket when i found this app i was shocked to see the ticket on there now i listen to it every morning and even got some of my friends hooked on it "
"91","iHeartRadio","love love love this app","Anna J. Warrington","February 27, 2015",5,"this is the best music app i have picked so many favorite stations artists and songs sometimes you just want to hear a certain artist and you can listen to the songs from that artist thanks for such a pleasant listening experience if you love music this is the app for you "
"92","iHeartRadio","best telephone radio ap so far ","Chrisbuyer","May 8, 2016",5,"i heart iheartradio on a recent trip across country where the tunin app would skip and drop out iheartradio played cleanly through with no drops and no problems finding stations "
"93","iHeartRadio","love listening to iheartradio","Amazon Customer","January 3, 2017",5,"love listening to iheartradio love the fact that i can go to sleep to it at night i can set the timer and drift off to sleep "
"94","iHeartRadio","four stars","Yvonne T. Mercado","July 9, 2017",4,"best application it s made my music experiences fantastic"
"95","iHeartRadio","iheart user not ideal","Ziplocket","January 28, 2017",4,"i do not use this feature it is difficult to depend on most technical minded people will be better than i am at this i am sure "
"96","iHeartRadio","great app","Jones","May 11, 2015",5,"fun fun fun all the latest songs and oldie goodies if you can t find music to your taste in iheart you re just not looking hard enough my go to music app forgot about that app with an ancient greek gal s name who had a box full of nasty things iheart rocks "
"97","iHeartRadio","all it does is crash","Ball P. Penn","March 2, 2016",3,"3 stars not because i can review it but because all it does is crash since i won t dump on an app if i can t use it and i won t go overboard about one that won t run i pick the middle ground "
"98","iHeartRadio","decent offering but limited in my area michigan ","John Lovell","May 28, 2014",2,"i was looking for an fm radio app so i could stream radio through my phone and this was highly recommended so i gave it a try what i found was an app that allows streaming but only through a limited amount of stations this may be due to my area or it may not good news is it s free so give it a shot and see if it works better for you "
"99","iHeartRadio","too many commerials is there a commercial free version ","Joseph M Brotzge","June 25, 2017",1,"too many commerials is there a commercial free version available?"
"100","iHeartRadio","love love love iheartradio","elj","January 11, 2013",5,"found iheart radio for my home computer a long time ago just downloaded for my kindle fire just the thing for background music while surfing on the kindle and for working in the kitchen i used to use pandora but that only plays for 4 hrs and then you have to re up iheartradio will play on and on for free w/o interruption and hardly any commercials like i said: love love love iheartradio "
"101","iHeartRadio","iheart iheartradio ","Cheryl","January 23, 2016",4,"the thing i like most about i heart radio is i can simply type in what i want to hear and it is there quickly i like that i can go back to the oldies play the latest and most popular or just mix it up "
"102","iHeartRadio","great radio station","Amazon Customer","September 22, 2016",5,"you can choose songs you like fairly quickly and it s all for free "
"103","iHeartRadio","easy to use but limited","Big Sis","June 16, 2014",3,"i had heard iheartradio promoted for some time it is easy to use i have been somewhat disappointed at the choice of stations that are available to stream through it however it may be possible to pick some stations you want individually just by hunting them up on the web "
"104","iHeartRadio","awesome ","iris","September 3, 2017",5,"so glad that i have this app on my kindle "
"105","iHeartRadio","i❤ ❤radio","Amazon Customer","September 1, 2017",4,"i like all the different stations its fun"
"106","iHeartRadio","iheart radio app for my kindle fire hd","Kindle Customer","April 27, 2013",5,"we recently moved and there are radio shows in our old hometown that i enjoy iheart radio lets me do that amazing "
"107","iHeartRadio","darn it ","zipzapannemc","July 18, 2015",1,"darn it i got this app and i was so excited but then i tried to make an account and it said that i wasn t authorized to make an account and it wouldn t even let me try again now i hate this app i d give it 0 stars if i could thumbs down 😬😈😤"
"108","iHeartRadio","five stars","Juan R.","June 13, 2017",5,"music and news at your fingertips can t beat it 👍🏼"
"109","iHeartRadio","home away from home","Joel Johnson","June 21, 2015",5,"i moved for my career to a 34;ethnically bland 34; locale this app keeps me in touch with major news/events in the usa that interest me while providing a steady stream of music that i enjoy something that the local radio stations don t offer "
"110","iHeartRadio","deleted app","Larry  D.","September 27, 2013",1,"the kindle fire will not play the radio station you need to add flash player and the kindle fire will not download flash player so there is no listening to the radio on your kindle i could try to reach kindle fire support by phone but two experiences with their phone staff they must be using an offshore support group that english is not their primary language nor the secondary language "
"111","iHeartRadio","five stars","Claire Marie","March 14, 2017",5,"enjoy"
"112","iHeartRadio","verlindarogers36 gmail com","mae","February 22, 2014",5,"love this station the music they play is fantastic especially the blues stations the music they play is great better then what they play on pandora but don t get me wrong they play good music too i guess they both are good but i will give this station a five star rate "
"113","iHeartRadio","best radio app ever","Justtakeachance","December 23, 2012",5,"don t listen to the people that say u need a facebook account cause u don t all u need to do is go to the website on the computer to create an account so u can have special stations instead of the regular ones or u can just skip the facebook log in thing for just regular stations just like a normal radio it is way better then pandora in my opinion cause u get to have regular stations plus the custom ones u make definitely worth downloading :)"
"114","iHeartRadio","four stars","Kindle Customer","April 16, 2017",4,"good"
"115","iHeartRadio","works great on kindlefire 8 9","sgw","July 4, 2014",5,"good selection of music to listen to i know that by listening i m willingly submitting to clear channel s hive mind brain conditioning but i do like the music and there s a nice selection of stations to chose from recommend "
"116","iHeartRadio","wonderful sound quality","Cheryl Hough","September 2, 2017",5,"get a local radio station for your echo wonderful sound quality "
"117","iHeartRadio","doesn t work on my kindle fire","Rozmarin Zeferi","December 12, 2013",1,"it just keeps retry ing i m sick of trying i have yet to see anything but the beginning load screen maybe this is an awesome app but i wouldn t be able to tell "
"118","iHeartRadio","iheart radio awesome","So McK","May 5, 2015",5,"hands up the greatest music app in the universe for me husband and i have traveled on the rds several times while driving listening to iheart radio fingers popping head booping from many choices of music to listen to yeah vabch vathanks thanks thanks"
"119","iHeartRadio","ok","Ronnie D. Herdman","June 20, 2015",5,"ok"
"120","iHeartRadio","listening to sports is good","HuntleyMC","July 3, 2013",3,"i do not use this app that often except to listen to kent state university sports the sound quality is good and continues to play with minimal buffering problems only really issue i have and this could be with the channel i listen to is that it seem there are about three or four commercials that are played every break so when listening to a three hours game this can be a little annoying toward the end "
"121","iHeartRadio","love love love it ","Alexis Jantzi","July 26, 2015",5,"i love listening to music i was easily able to download iheart radio and sign up and i was able to easily listen to music when ever i desire it s easy to use and it is all free i would highly suggest other people getting this app "
"122","iHeartRadio","i like it because it is easy to find the music ","Ray Roberts","October 5, 2015",4,"i like it because it is easy to find the music i like by artist or genre and it streams the music requested and some suggested related songs the interface is easy to use and it provides useful and interesting information on the music "
"123","iHeartRadio","takes me back home at the touch of a button","Mickey Mills","May 25, 2014",5,"my radio my way love it i like the way the interface works although it took me a minute to sort though how to setup favorites and quickly get to my stations now i have it on my desktop and my galaxy s5 thumbs up "
"124","iHeartRadio","music to my soul","KristalsPrimeCorner","June 4, 2016",5,"i love music so what is there not to like "
"125","iHeartRadio","five stars","sara scott","June 8, 2017",5,"just love this service don t think i can survive my daily commute without it "
"126","iHeartRadio","love ❤️ it ","Amazon Customer","July 22, 2017",5,"we love i heart radio we travel a lot but can always keep up on our local news "
"127","iHeartRadio","love the app","Patricia Garibaldo","July 18, 2015",5,"man i can hear this in my car any body should download the app i like it u should to it good for kids they even have a station for the kidsgoodbruhgettheappanyday"
"128","iHeartRadio","i love iheart radio for kindle fire ","Gypsy","April 8, 2014",4,"i get radio stations better than a radio i enjoy the specialized stations i have not yet made my own stations but i can t wait the alarm is loud and clear i know i am nit picking but the only fault i can find with this app is i would like it to have multi alarms especially since i usually forget time reading on my kindle "
"129","iHeartRadio","if you like the radio you ll love this app ","Dizzy Lizzy","December 25, 2014",5,"wonderful app if you like listening to the radio you can get most new york stations as well as other states and music without commercials i can t say enough good things about this app oh after awhile it actually asks you if you re still listening if you don t answer it turns off "
"130","iHeartRadio","five stars","Amazon Customer","September 10, 2017",5,"i love it because i can get all my latino stations "
"131","iHeartRadio","i really like it but ","kristi-marie","June 24, 2015",3,"i really like it until it says i ve reached my limit of skipping i m sorry im fickle in what im looking for in my jamz? ? ? ? and i m not going to be punished for skipping along put that in your humble pie and eat it i heart "
"132","iHeartRadio","small things i need to address to those that wish to get this ","Amazon Customer","May 16, 2013",4,"when i m jamming to the radio or playlists it will sometimes do that thing when it stops and goes this does not bother me too much but i feel it is important to mention another thing is you need a facebook acount since i have a facebook this also does not bother me too much either but that is an important issue with this app on the upside you do not need to continually login to facebook candyapplez"
"133","iHeartRadio","great ","RJ","May 1, 2013",5,"has ewtn simply awesome you can find all kinds of your favorite stations and songs and just an all around terrific radio "
"134","iHeartRadio","its to bad ","John P.","January 1, 2017",4,"its to bad i had to download amazon s app store to get iheart radio to work on my asus transformer pad with android 4 4 2"
"135","iHeartRadio","it improves","Bernie","May 22, 2014",4,"i didn t care for their earlier app versions but switching to android and using it pretty constantly over the last year on my tablet while traveling has been fun new phone so added it without a lot of thought sign of a good app in my opinion i wish the app had a little more audio control but not too many audio apps for android does "
"136","iHeartRadio","great concept but doesn t work","Krista D. Meulengracht","July 22, 2013",1,"the idea of listening to your favorite station on the phone is awesome but if i can ever get the app to actually play my station it quits after a few minutes i must have dead zones in my neighborhood because it always dies in the same locations i really wish it worked because i would listen every day not allowed to stream at work and cannot get am radio reception in my office building "
"137","iHeartRadio","i use this app everyday reccomend it 100 ","KindleFireLover","October 20, 2012",5,"this is one of my favorite apps i use it on my kindle fire if you love music this app is perfect for you you can listen to any radio station across the country if you don t feel like listening to the radio you can create your own custom station simply type in one of your favorite songs singers or bands similar music will play if you like the song give it a thumbs up if not give it a thumbs down and a new song will play it is all 100 free "
"138","iHeartRadio","i heart i heart ","Mandy Reece","March 26, 2014",5,"this app is great compareable to pandora it saves my different stations and when i listen on my phone i can amplify it in the car stereo via aux cable no more flipping from local station to station and cd s on road trips i heart i heart even my kids have programed their favorites and the best part is that its free i heart free too "
"139","iHeartRadio","great radio app ","Kewl Clown","May 23, 2014",4,"i did not have to log in with facebook this is a fantastic radio app it has lots of artists i intentionally searched for obscure entertainers and found them while it does have a filter for explicit content it is an all or nothing approach the ads are not as obtrusive as they are on other apps and this has a quick load time "
"140","iHeartRadio","our family favorite","Nam","May 25, 2016",5,"so many reasons why i like iheart radio for seasonal all genres and just because moments i can even say birthday music or sunday morning music and find something "
"141","iHeartRadio"," iheartradio for a while now on my pc and love the idea that you can listen to stations in ","Amazon Customer","June 28, 2016",5,"i ve listened to iheartradio for a while now on my pc and love the idea that you can listen to stations in other cities i have recommended iheart to my friends "
"142","iHeartRadio","don t believe the hype","Caleb J. Weber","September 20, 2014",1,"i don t understand this app it is popular but i found it to be add annoying and only worked occasionally maybe it s right for some but not for me i just can t fathom all these bizarre i heart radio shows and such what a strange world we live in i turned my radio on and enjoyed that much more "
"143","iHeartRadio","can t stop listening ","stephanie","August 21, 2016",5,"i love it has me thinking of getting rid of my sirius radio i even put it on my kindle fire so i can listen on my phone in the car and at home "
