"","prod","title","author","date","stars","comments"
"82","Amazon","come for the shipping stay for the free music and movies","John S. Socha","September 27, 2015",5,"az keeps adding more reasons to use prime this is one of them lots of music to hear for free on a variety of devices come for the shipping stay for the music and movies "
"83","Amazon","four stars","gary","October 30, 2017",4,"i like"
"84","Amazon","prime music needs work","garrett","June 23, 2014",2,"much like the prime video selection the prime music selection is small and includes mostly older music while it generally works ok for the music it does have i was unable to find any way to just search the music that is available through prime music and not for purchase on the amazon store so almost every time i went to listen to a song it was going to charge me if you were able to limit the search and list of songs to only those available for free i would have given it a higher score but at the moment it was a lot more frustration than listening pleasure "
"85","Amazon","five stars","MisterPO","June 11, 2017",5,"nice"
"86","Amazon","five stars","James K. Miles","April 16, 2017",5,"good"
"87","Amazon","five stars","Jennifer Lynn Miller","June 1, 2017",5,"love"
"88","Amazon","five stars","The Gunny (Retired USMC)","March 13, 2017",5,"great"
"89","Amazon","great service all kinds of music","Edwin Cruz","August 30, 2017",4,"great service all kinds of music would be great if it had a voice recognition to search for music while you drive"
"90","Amazon","five stars","Dr.Noone","November 1, 2016",5,"great music available "
"91","Amazon","four stars","dennis everly","March 20, 2017",4,"good"
"92","Amazon","works great now","OD","April 7, 2016",5,"it used to work great until the os update i hope they fix it soon the update makes the app useless "
"93","Amazon","four stars","Evelyn Buchert","July 23, 2017",4,"fun"
"94","Amazon","crashes my android often and chews data like crazy very counter intuitive to install on a second","Mita Boo","June 11, 2016",2,"crashes my android often and chews data like crazy very counter intuitive to install on a second device "
"95","Amazon","bye bye itunes","Gypsy River","September 20, 2013",5,"i m loving using my samsungs3 phone with amazon mp3 app + rundouble s c25k app it s great to be able to add new songs to my training play list without having to doc to my pc; keeps my training runs fresh finally time to retire my ipod shuffle and the original c25k podcasts "
"96","Amazon","five stars","Va Snow","October 10, 2017",5,"love amazon music"
"97","Amazon","not working on my device","natalie a allen","February 20, 2015",1,"i have tried over over again to get this app to open on my phone i keep getting an account error exception 45 i have reported the problem get no reply from amazon customer service "
"98","Amazon","so far so good","Pete","May 3, 2017",5,"at a present time my number one supplier "
"99","Amazon","great concept wish it worked better","Amazon Customer","January 9, 2013",3,"i love the amazon cloud service and i store my entire music library on it unfortunately my experience with it has been inconsistent and disappointing i have an iphone and if i use the app on there for more than about 5 minutes it locks up my phone and it can take a full minute for it to respond i also have a samsung galaxy tab and for some reason amazon decided to eliminate the ability to browse my library by genre that might not seem like a big deal for some people but it s huge for me really makes the app useless unless i know exactly what i want to listen to i realize there are competition issues between amazon and apple and amazon and google but these inconsistencies and poor performance is a real let down from amazon "
"100","Amazon","usually works well","Candice","March 18, 2016",3,"this app works great until it crashes usually it has to shut down a couple times a week i like the music on amazon prime so i deal with it but i like to let my phone stream through my car audio system so when it crashes that means no more good amazon prime music when it works i am very pleased though when it doesn t well i always keep a cd in the player as back up "
"101","Amazon","five stars","Vinnie","November 6, 2016",5,"excellent product as advertized"
"102","Amazon","four stars","james k. howard jr","July 18, 2017",4,"ok"
"103","Amazon","love the application","Fernando Garcia","December 18, 2015",3,"love the application though i grant only 3 because by mistake i deleted the mp3 folder for the music included with prime and the application didn t give me the opportunity to download them again so no off line library at the moment because of that the stations is awesome because it s like have a lot of radio stations without commercial breaks and dumb comments every now and then just music 24/7"
"104","Amazon","five stars","Akfr0zen","May 21, 2017",5,"decent"
"105","Amazon","lacking content but free","dreid","June 15, 2014",3,"get free music from a service that you already pay for how can you not like it the selection is a little scarce but it s new so i m sure the selection will increase in time seems that amazon would put more effort in their prime video service instead of launching additional services just seems a little backwards to me but i won t complain about something free "
"106","Amazon","i know you are not listening but","Amazon Customer","July 3, 2014",1,"for all of us that have been using amazon mp3 since the first android devices came out this is a major disappointment first you snub us with instant video then you take away tablet support for music and replace it with a beta quality this after we have already spent significant money buying music from you sure i can switch to a new service but i really had no plans too before this and really did not want to spend the time its hard to understand what your issue is with android i am positive that you could develop whatever you want i wish you would have never showed up on android that way i could have built a library on another service to begin with very dissapointed will have to use the pre installed version until i can switch my wife and i to something else who would have guessed a pre installed app would come in handy good luck with your new fire products looks like i will be buying stock in the first amazon alternative that comes along cause this alienation of such a large customer base makes no business since whatsoever you are trying to crush google but pushing people to them you could have owned the entire android ecosystem pretty much with prime music and video and apps "
"107","Amazon","not happy with android app","Karmen M.","June 17, 2015",1,"i don t know what the core problem is but i have a samsung galaxy s5 and i have another app that can track things like when apps restart multiple times consuming resources like ram memory response time and temperature and for whatever reason this and all the other amazon apps have periods where they ll restart anywhere from 5 to 47 times in a 5 minute period amazon you gotta fix this it s not right to be slowing down a competitor s product "
"108","Amazon","three stars","irayd8","March 15, 2017",3,"liked it better before changes "
"109","Amazon","it is great","melodie carroll","March 3, 2017",5,"i adore this app it is great "
"110","Amazon","no lollipop support","Jason R. Protheroe","May 15, 2015",1,"the app only works once per install on my 2nd gen moto x running lollipop after a reboot the app consistently reports that my library is empty until i uninstall and reinstall i m not a novice user i ve checked my authorization limit i ve even reset my phone to factory defaults nothing fixes this app the fact that this problem has existed for months now shows that amazon is not committed to maintaining this app and therefore not maintaining their music service "
"111","Amazon","five stars","kurt dominiak","August 31, 2017",5,"love this app tons of music easy to navigate around 5 stars "
"112","Amazon","great app for prime music","KM Ferry","February 5, 2017",5,"great app for prime music"
"113","Amazon","prime time","Ginger coe","June 25, 2016",5,"amazon music is awesome since i am a prime member i have free access to all kinds of great music if you don t have amazon prime you should get it the free shipping and music is definitely worth it "
"114","Amazon","fool me once shame on you fool me twice well you know the rest","David","August 29, 2014",1,"although i must admit the number of albums seems quite astonishing i m not satisfied for a few reasons first and foremost: their marketing and cheap gimmick tactics to increase member subscriptions signing up for a free trial membership is usually something i m wary about but i took the bait this time and low and behold after one month of use i was charged a year subscription renewal fee most companies will just charge for the next month and that seems reasonable but surely this is a ploy to increase revenues and artificially inflate membership while skirting customer satisfaction because at the end of the day they bank on folks like myself simply forgetting to cancel their free trial membership numero dos: while the music i ve listened to has been great and i enjoy their offline access to albums they do not have any of the simple user friendly displays like some other music counterparts if you re listening on a web browser it s constantly being opened into new tabs and nothing is intuitive also with no filter to search prime music could lead to folks accidentally purchasing products they thought were free number three: after resigning to the fact that i purchased this membership i tried to watch some programs on my tablet and low and behold does not work with most android products or chromecast now that i ve purchased the year subscription i ll certainly give this a shot but fool me once amazon shame on you you have one year to win me back "
"115","Amazon","four stars","mrfishing","June 27, 2017",4,"eewf"
"116","Amazon","uninstalled because it is of no use to me anymore","Pat H","August 2, 2014",1,"unlike others i don t want to download all my music onto my phone that would be impossible i own a lot of music and when this app was amazon mp3 i was easily convinced that i should upload all of my digital music to amazon and then i could play it wfrom my phone where ever i was got a new phone and i downloaded the new amazon music app what it shows as cloud music is only about 1 of the music i store on amazon s cloud servers i can t really review any other feature of the app because my music is not accessible i called amazon and was told they were working on it a couple of days later there was an update which did not fix this problem amazon can add all the features it wants but if i cannot play the music i already own the app is useless to me "
"117","Amazon","five stars","Dellmerr","March 25, 2017",5,"a++"
"118","Amazon","it should be free to download","Alex u","January 5, 2017",4,"some songs to download you have to buy so again whats the point of been a prime member ? amazon is trying to squeeze every cents out of us 🤔💱"
"119","Amazon","so very satisfied","Holophonic","April 28, 2016",5,"if you have prime use this my musical tastes are vast if you sometimes vary far off the beaten path your needs will be met and expanded so very satisfied nothing is quite as good as being introduced to music you may like and having them hit the nail on the head just make sure you are on wifi when you hit a pocket of awesome tunes "
"120","Amazon","five stars","IXDIGITS","April 29, 2017",5,"one of the best music channels out there thank you amazon "
"121","Amazon","five stars","Speedygonzalez","May 15, 2017",5,"fantastic"
"122","Amazon","i like it wish it had more hawaiian jawaiian flare","Aloha Ninja","April 23, 2015",4,"i love amazon prime and now they have added prime music i like it for the most part there are a lot of popular songs and some new songs that i get to listen for free i took one star away because like i said before it s only popular music i live in hawaii and i love it when streaming sites let me listen to my own local music granted they have like old hawaiian slack key music but i m more interested in local jawaiian music that plays locally over the radio "
"123","Amazon","no problem","EJB","January 29, 2016",5,"i don t understand the negative comments there is a ton of free music for prime members easy to access and easy to play and i am a grandma :)"
"124","Amazon","awful","Paul","October 19, 2015",1,"i wish i could download purchased music directly to my phone instead i have to go through this disgusting app amazon is stuffing down my throat "
"125","Amazon","a great app to use on my android phone and tablet","JACKFORK","December 5, 2015",5,"a great app to use on my android phone and tablet i love that i can upload my personal library to it and listen to it when i m on other devices then my computer "
"126","Amazon","the music / mantras that i like to listen to are on amazon unlimited of which","Gina","November 6, 2017",2,"the music / mantras that i like to listen to are on amazon unlimited of which i have to pay for it s o 2 less than google music which isn t much of a difference so decided to keep google music mainly i don t want to have to go through and reset playlists also "
"127","Amazon","music to my ears","Orleana  P.","December 31, 2015",5,"i love this app i am still learning and navigating my way through but it is the only music app i use now it has a lot to offer "
"128","Amazon","music app is bombin","Michelle van riel","May 29, 2017",5,"it s awesome to be able to take my music anywhere "
"129","Amazon","good deal","Geo51","March 15, 2017",5,"wonderful selections great sound fantastic prime benefit "
"130","Amazon","great solid app with tons of features","Keith Dotter","September 25, 2016",5,"solid app for music streaming and downloading the best part is that there are constant updated virtual stations and playlist that are spot on one of my most used apps "
"131","Amazon","awesome music app","Kindle Customer","January 31, 2016",5,"it asked me when i first tried to download where i want music stored i chose sd card and that s where they re being stored anyone having difficulties may be using an earlier version may want to uninstall and reinstall to see if that will help "
"132","Amazon","blown away","Ashley Smiith","September 5, 2015",5,"huge 3dg and staind fan from the second i listened to it i could hear bits and pieces of them but this is not those bands this is much harder than 3dg and more composed then staind i haven t bought an album in 5 years this was worthy enough to buy and it s been on repeat since i got it incredible band and i m stoked on their music if you like hard rock with small amounts of metal and insanely good lyrics buy this album "
"133","Amazon","five stars","Anthony Clark","August 9, 2015",5,"i just love amazon music w/ prime music can t wait to see what the future holds "
"134","Amazon","nice mix","Anthony M. DiMattia","April 29, 2017",4,"great its part of prime"
"135","Amazon","could be a 5 star","Na Deela","April 30, 2015",3,"i loved this at first i was excites thinking finally something better than pandora but day one songs stopped half way through to load like there was a connection issue each time i left home i was using 4g so i don t get that since then it s happening more and more frequently whether i m home or not on wi fi or 4g still keeps stopping mid song to either load or the app just crashes altogether it has potential but i m disappointed i had to go back to pandora "
"136","Amazon","nothing to write home about","Nathan K.","June 18, 2016",2,"its a decent bonus but its no replacement for anybof my other music apps the 1st 3 songs i tried to find werent in the collection and the app doesn t play well withy android platform i deleted it "
"137","Amazon","worst update ever","Melanie Fisher","June 18, 2014",1,"this was a forced update that if you uninstall it it removes your amazon app completely i lost all of my playlists and there are a lot more steps to get to the song or album you want too many drop down menus and too may ads and i don t know if this has anything to do with it but my desktop screen has changed and now i have multiple pages to move thru to find what i want hopefully i can take it to verizon and they can reset it "
"138","Amazon","five stars","Amy Mowry","October 23, 2017",5,"great "
"139","Amazon","best music app ever","Amazon Customer","April 30, 2017",5,"this is my favorite music app and i have it on my fire tv fire tablet and android phone recent updates to this app on my android phone had me wondering why some of my music was missing particularly music that i purchased and songs selected for my various playlists the amazon music app updates did not negatively affect my playlists on my fire tv or fire tablet i discovered that it was google play and not amazon that changed my playlists and eliminated some of my favorite songs i had to go into google play and uninstall and disable the amazon music app so it could only be downloaded from the amazon web site there were many negative reviews of this app on the google play site and now i realize it is because of the changes that google play makes to the app on installation and updates the amazon music app will not properly function when downloaded by google play when i installed this app again from the amazon web site it was perfect in form and function no stalling and stopping and no missing songs "
"140","Amazon","they will get there one day","Matthew C","December 31, 2016",3,"let s face it amazon can t do everything just yet but we ll on their way i listen to non mainstream music and they just don t have it quite yet"
"141","Amazon","one star","DORIANSHADE","October 14, 2016",1,"doesn t work on a note 7"
"142","Amazon","i should have know amazon prime was too good to be true","Ms. Chocolate","March 30, 2015",1,"i should have know amazon prime was too good to be true like netflix redbox and any of the others like it there are always loopholes/limitations every movie song book i ve tried to download it wasn t included in the prime package i can just as easily wait for the book to come out at my local library and read it for free the same applies to music/videos looks like the only thing that i m going to benefit from by purchasing prime is the free shipping for my christmas shopping "
"143","Amazon","five stars","spark4life","July 21, 2017",5,"love it "
"144","Amazon","since this is still a new feature we will be holding out to see how it adapts","Symbatine","August 12, 2014",1,"we have tried using this on several different devices thinking that maybe that the app was just not working with the device however the shuffle doesn t really shuffle the music will just stop without notice and the prime music to the computer and the prime music to the device do not sync since this is still a new feature we will be holding out to see how it adapts "
"145","Amazon","love it","raeellis","March 6, 2017",5,"i am enjoying my music"
"146","Amazon","five stars","SDC","May 5, 2017",5,"good"
"147","Amazon","a lot of good music","J. Markley","October 5, 2016",5,"this even beats itunes you can get an artist or song with their search "
"148","Amazon","move over itunes there s a new kid on the block","M. R. Schulz","October 26, 2016",5,"when i started looking at what was available it was like a time machine there was my musical youth i ve found most of the albums i wore out in the 60 s and 70 s all available to download into my tab and they re free with amazon prime move over itunes there s a new and better alternative can t beat free "
"149","Amazon","amazon music app is the best in its class","Preston Mitchell","January 15, 2016",5,"i rate amazon music app higher than its two top rated competitors apps google play music and audials brilliantly designed user interface that is easy to use and navigate immense library of music also amazon music app works great on fire tablets and real android devices such as samsung mobile devices amazon nailed it dead on with its music app woot woot woot for amazon "
"150","Amazon","can t remove only the duplicate songs","Reddie Henderson","January 1, 2017",4,"very cool but there s no way to delete duplicate songs without having to delete all of the copies of the song instead of just the extra ones "
"151","Amazon","almost perfect","Older than Dirt","July 2, 2014",5,"works quite well but i must periodically log back into amazon when the music stops and asks me to do so why s that?04 11 17 won t open now why s that? amazon customer service took care of the problem wonderful "
"152","Amazon","one star","Jerry","October 28, 2017",1,"too expensive"
"153","Amazon","five stars","Carolyn","November 12, 2017",5,"i love this app it even works with alexia "
"154","Amazon","since the last update i can t get the app to","S. L. Ross","January 6, 2017",1,"since the last update i can t get the app to work on my pc at all the app slows to a death march speed i have removed it from my system "
"155","Amazon","song of every musician out there which kind of sucks however","Amazon Customer","September 24, 2016",4,"it is doesn t have every song of every musician out there which kind of sucks however i do like the prime station and i like that i can add a song to make my own playlist the other down side to this though is that when you listen to a prime station you can t go back to see what the previous songs and artist are "
"156","Amazon","five stars","pacressman","February 28, 2017",5,"love it"
"157","Amazon","the worst amazon product ever","jaydro","April 13, 2016",1,"if i could give this app negative stars i would i have been a longtime amazon customer when the amazon mp3 app came out it was great there were free daily mp3 s and i bought quite a bit of music from my phone then in updates it would become sluggish but then you d get a new phone and it would be okay but then there was the change to amazon music and the authentication scheme amazon came up with for this would then break my login in other amazon apps it became unusable on my last phone when i got my current phone i tried it again and it worked for maybe a month before it suddenly decided that my phone had been registered to someone else and i could not access my cloud library or prime music amazon customer support for this is pretty much non existent they will only talk to you on the phone and then they ll tell you to wipe your phone and start over reinstalling everything which is ridiculous i recently tried the app again and it was miraculously working for no obvious reason but with this most recent update it is now once again broken for me it gives me a network error so i tried reverting to my backup of the previous version and guess what it now says that my phone was registered to someone else and i can t access my cloud library or prime music so i give up amazon i ve bought a ton of crap from you and i would probably buy a lot more music from you if i could buy it on my phone and be an even happier prime customer if i could listen to prime music on my phone but this app is a total disaster and the biggest black mark on my otherwise sterling opinion of your company the shopping and kindle apps work great music works great on my ipad so i don t know what your problem is "
"158","Amazon","great app and even better with prime music","Dawod Albattat","September 10, 2014",5,"it s a great app and with prime music it became even better i really wish if i could get access to prime music even when i m not in the us that s definitely would make it the best music streaming app ever i contacted amazon customers service and asked them about playing music through prime music outside the us they told me that i must have a credit card issued in the usa in my amazon account to be able to listen to prime music even when not in the us i have deleted the us credit card and that what caused the problem "
